V_rms,I_rms,THD_I,Temp_C,Temp_rate_C_per_s,Loss_W,Condition
226.661811850037,4.7794412295568165,0.061803004404187366,46.08512008717193,0.025365823071875376,59.09288046554251,normal
232.13449245957963,4.226094620238349,0.07157726573621442,47.75967739948011,0.025347831333819196,57.48596135610633,normal
235.30403493596876,11.305259869125083,0.0803892205828422,114.10374164419785,0.30900355188479905,149.81045055084235,fault
228.98464686310086,8.436149358078028,0.042074897797295646,61.283641163205516,0.12875645757020573,102.26638453349561,overload
226.52991507446532,5.553484801862317,0.05491493088242767,42.789235637269876,0.02374484343317991,67.69054204415559,normal
232.2591792732614,4.847252361180164,0.060893361791389725,46.78615486913138,0.01941849007529313,63.70227726549314,normal
229.5708876155546,6.826120096036347,0.04737755046795421,83.15649706919571,0.25256929909132697,89.31358110466967,overheat
227.90687398836164,8.623690968569964,0.040027901241125825,71.01598679071188,0.1436063567835525,87.1999382495483,overload
228.25038184121104,5.286925826069005,0.05867581783343586,83.79727651988239,0.19259949897234765,83.4986640030125,overheat
230.92802828696466,5.33300683480902,0.05699328139323735,42.6693296728133,0.029522103672133173,63.66317591215096,normal
228.98303334130688,9.478593179804637,0.08121420115488004,109.87717994882891,0.25314648578203347,134.91645345376037,fault
229.04494104476728,5.260274876464535,0.05703478139211312,41.21697095655215,0.04285489643625067,58.64293787404779,normal
224.22606233615085,8.73593522732559,0.04064859290145627,64.70742951247261,0.10584136720544603,101.7245849386676,overload
224.01107528473315,5.042373885975143,0.06035733156570026,43.91946750156015,0.03656921032352647,61.69139214937691,normal
228.77148491554786,4.804060680233136,0.059416210323405695,44.220873321769666,0.032098328932592,68.37305293922428,normal
225.63426756829782,5.124769824703437,0.05937818753238338,80.5353474058837,0.21438827506634162,77.04920824571812,overheat
230.59622359704693,11.10373416613043,0.07985625893484287,89.92230906342098,0.2677599970858267,117.93431776889383,fault
237.45970348351653,11.467779623551882,0.08069147262435626,107.31559012120401,0.3985086299175719,152.4515155807703,fault
228.2153289104999,4.622893321378544,0.06751763359676781,45.13118151093956,0.021031733827231315,59.47499904712069,normal
227.8356436449398,6.274667026939886,0.05151509951665342,92.1789369449626,0.25315930737427633,91.25681551970389,overheat
227.5431664617594,6.663727004549338,0.049131054321204626,78.26044305723957,0.22432967709343746,77.52288236524659,overheat
227.58184744114496,4.973795648381949,0.05963123588218987,44.01665052072698,0.01917481379750153,64.14404001985626,normal
233.4812271929298,7.089747772842403,0.04734489459021067,63.269733572347306,0.11948152883270136,80.51486247757997,overload
229.85308967632162,4.056848572033998,0.07367842259610369,45.855456989576304,0.025371020605700748,55.6839298982578,normal
226.2146018559231,9.240282381049639,0.039573918917601876,65.85185684578433,0.12373593280968682,103.10914187275611,overload
232.3336666296544,4.915680840624122,0.06017837354759524,45.2043287160938,0.026993489816887862,57.80359672587569,normal
231.39551730624564,7.53667095742757,0.0470742067478787,68.32247945755162,0.10433803476345505,86.42617621952446,overload
228.6192487381235,8.599414178295707,0.042468443926359706,64.64916238280927,0.13322388290416995,113.52603645516243,overload
231.69083943627072,8.655319950787126,0.04203931438347797,55.31544189658613,0.11401782366499091,102.52190512914169,overload
223.48450510748717,6.268150011409013,0.05030143786370373,89.19824656600349,0.18997090417006965,106.12904555023536,overheat
226.23123949697043,6.3366338383336425,0.04990443705496346,84.15533471650487,0.1842911237900663,92.41883145828007,overheat
229.17315027260497,4.791078925013085,0.06364559677786095,46.08091933172463,0.03551538789165762,58.48931746049137,normal
230.64820049774974,7.474376700531295,0.0462914407102651,60.311624849108746,0.12685534019370645,82.53537135891838,overload
234.28205806835257,4.858090248832905,0.06215726588546998,43.81825612450423,0.02030645085843704,59.0802009669789,normal
228.35413669641926,4.604723201315695,0.06250750698910772,45.76965320267199,0.03815256812711686,49.51869499847935,normal
232.6802054521512,4.542455993718616,0.0668608281539024,47.390922274001504,0.02293472282852302,65.24970588540064,normal
231.7808405177102,8.55868202579604,0.04197840950923955,68.79349510057673,0.13035401392800716,101.55806227666923,overload
228.83522615579153,5.591437071649707,0.05388814049629401,45.420264659194494,0.027885042380881925,69.84887249063647,normal
236.19957516586146,8.13654287891111,0.04377954074273624,61.040382751754585,0.12104580851464121,96.17706707862311,overload
229.98030959052068,13.813177468843186,0.07829766640461606,110.4592345041811,0.32471750817478595,194.60218962222973,fault
229.5634207757925,6.390493587658452,0.04779210693191153,88.41500111709938,0.21071700440415211,93.38128521662078,overheat
229.20902348131347,5.256570494833935,0.058371049003486226,89.56854154225164,0.12,94.9360455246055,overheat
235.65046882955133,5.091372096780365,0.05821001643654352,44.81055654057647,0.03262199810289432,59.895797043177744,normal
227.87815002543746,7.15294785460501,0.04864270396418061,59.58681167458536,0.109402763748414,109.21454290657925,overload
226.22665013042948,4.291121961433266,0.07150953895707571,44.61647454042126,0.0349732954507029,64.86920962922419,normal
223.3029581189788,3.5057994082929493,0.08388816035925961,42.44639932149839,0.041301934670056814,59.96899087690347,normal
225.9038495405663,8.028365365664511,0.08305212940750328,88.7787689475043,0.2948500663872098,133.42637438288864,fault
232.9236400882542,7.494722957616124,0.04569541684553685,68.09707127177614,0.10562456396231548,86.66185080541388,overload
229.21591109775682,9.050161956872865,0.08151401728420361,105.43059828780771,0.2828503940076624,136.8070612070283,fault
231.94237608487342,6.526480046625552,0.04966358046133551,61.721174779131324,0.12448342997119216,94.06133765444278,overload
234.18278744735565,10.79401669003405,0.07971833344783595,96.41726039289587,0.3559510445729891,157.85455646188086,fault
227.09271057832723,4.191419627731199,0.07022176200234147,44.5792280032708,0.029042981717318634,61.971930048125145,normal
229.19651706501568,5.073270361287243,0.05808730880220447,45.09230746738223,0.0446812148986285,57.580754493412115,normal
232.00296866725773,5.427366116301155,0.05605415462237245,43.37281568227395,0.032164473743384346,74.75810761552329,normal
229.8276564054183,5.722391149773998,0.05321139684192596,48.41300050737881,0.0383206229924984,66.29795659706048,normal
230.77335300140155,5.159286072174159,0.057478618537281125,48.069439154232334,0.03827376925282086,64.12070291714431,normal
229.2906212202912,6.430954153465048,0.05073973004519883,56.102651054417095,0.08417684741814593,87.68890526835543,overload
231.38483124678467,8.083397377066552,0.043059623119715604,64.52763312063531,0.1216412956563948,96.60475165404188,overload
227.45362720339077,5.368874500981934,0.05705384243543128,42.06193311303254,0.02664721311105592,57.3366765791818,normal
223.23425733085702,5.03381772171493,0.05853723769553684,45.471588916194534,0.02836747638794393,67.41671166549074,normal
239.48660429899954,5.7442063899332645,0.054327022898010766,45.20752643629913,0.039640956204859225,73.37312885702048,normal
227.70630416896208,13.361005612936566,0.07781138083908085,97.94363859196515,0.24850047891045024,174.74904910115413,fault
